title,DOI,year,screening-phase,decision,exclusion_reason,other_comments,source_database,duplicate_info,authors,abstract,url,venue
Centralizer lattices of finite simple groups,10.1007/BF00967150,1977,t,x,X4,,Springer Link,,A. V. Vasil'eva,,https://link.springer.com/article/10.1007/BF00967150,Siberian Mathematical Journal
Vegetabilische Nahrungs- und Genussmittel,10.1007/978-3-662-42042-3_3,1889,t,x,X4,,Springer Link,,J. König,,https://link.springer.com/chapter/10.1007/978-3-662-42042-3_3,Chemische Zusammensetzung der menschlichen Nahrungs- und Genussmittel
Pflanzliche Nahrungs- und Genussmittel,10.1007/978-3-642-90916-0_2,1903,t,x,X4,,Springer Link,,J. König,,https://link.springer.com/chapter/10.1007/978-3-642-90916-0_2,Chemische Zusammensetzung der menschlichen Nahrungs- und Genussmittel
Analyzing the Innovative Thinking and Optimization Strategies of Artificial Intelligence Development from the Wisdom of Thought in the Tao Te Ching,,2025,t,x,X4,,ACM,,"Xiao, Yong; Zhang, Zhenwei","The timeless masterpiece “Tao Te Ching” is one of the greatest works in Chinese history, focusing on the philosophical concept of “morality” and discussing the ways of self-cultivation, governance, military strategy, and health preservation. It mostly focuses on politics and is known as the study of “inner sage and outer king”. Its profound meaning and broad content make it the king of all classics. The Tao Te Ching has had a profound impact on traditional philosophy, science, politics, religion, and more. According to UNESCO statistics, the Tao Te Ching is the cultural masterpiece with the highest number of translations into foreign languages after the Bible. Known as the “source of Chinese culture” and the “king of ten thousand classics”. This article takes an interdisciplinary and historical perspective, using scientific and mathematical analysis methods, to analyze the guiding spirit of the philosophical ideas in the Tao Te Ching for innovative thinking and optimization strategies in the development of artificial intelligence. This article combines artificial intelligence technology to develop the underlying logic of algorithms from four aspects: “Dao follows nature”, “governing by inaction”, “coexistence of existence and non existence”, and “knowing white and guarding black”; Ethical governance architecture for artificial intelligence algorithms; Analyze and elaborate on the future development direction of artificial intelligence in society. Provided new ethical foundations, governance models, and innovative paradigms for the development of artificial intelligence.",https://doi.org/10.1145/3757749.3757841,Proceedings of the 2025 2nd International Conference on Computer and Multimedia Technology
Autonomous driving with spiking neural networks,,2024,t,x,X4,,ACM,,"Zhu, Rui-Jie; Wang, Ziqing; Gilpin, Leilani; Eshraghian, Jason K.","Autonomous driving demands an integrated approach that encompasses perception, prediction, and planning, all while operating under strict energy constraints to enhance scalability and environmental sustainability. We present Spiking Autonomous Driving (SAD), the first unified Spiking Neural Network (SNN) to address the energy challenges faced by autonomous driving systems through its event-driven and energy-efficient nature. SAD is trained end-to-end and consists of three main modules: perception, which processes inputs from multi-view cameras to construct a spatiotemporal bird's eye view; prediction, which utilizes a novel dual-pathway with spiking neurons to forecast future states; and planning, which generates safe trajectories considering predicted occupancy, traffic rules, and ride comfort. Evaluated on the nuScenes dataset, SAD achieves competitive performance in perception, prediction, and planning tasks, while drawing upon the energy efficiency of SNNs. This work highlights the potential of neuromorphic computing to be applied to energy-efficient autonomous driving, a critical step toward sustainable and safety-critical automotive technology. Our code is available at https://github.com/ridgerchu/SAD.",,Proceedings of the 38th International Conference on Neural Information Processing Systems
SoK: efficiency robustness of dynamic deep learning systems,,2025,t,x,X4,,ACM,,"Rathnasuriya, Ravishka; Li, Tingxi; Xu, Zexin; Song, Zihe; Haque, Mirazul; Chen, Simin; Yang, Wei","Deep Learning Systems (DLSs) are increasingly deployed in real-time applications, including those in resource-constrained environments such as mobile and IoT devices. To address efficiency challenges, Dynamic Deep Learning Systems (DDLSs) adapt inference computation based on input complexity, reducing overhead. While this dynamic behavior improves efficiency, such behavior introduces new attack surfaces. In particular, efficiency adversarial attacks exploit these dynamic mechanisms to degrade system performance.This paper systematically explores efficiency robustness of DDLSs, presenting the first comprehensive taxonomy of efficiency attacks. We categorize these attacks based on three dynamic behaviors: (i) attacks on dynamic computations per inference, (ii) attacks on dynamic inference iterations, and (iii) attacks on dynamic output production for downstream tasks. Through an in-depth evaluation, we analyze adversarial strategies that target DDLSs efficiency and identify key challenges in securing these systems. In addition, we investigate existing defense mechanisms, demonstrating their limitations against increasingly popular efficiency attacks and the necessity for novel mitigation strategies to secure future adaptive DDLSs.",,Proceedings of the 34th USENIX Conference on Security Symposium
A pattern for a UAV-aided wireless sensor network,,2021,t,x,X4,,ACM,,"Papa, Rafael; Fernandez, Eduardo B.; Cardei, Mihaela","Energy efficiency is a critical constraint in wireless sensor networks. Wireless sensor networks (WSNs) consist of a large number of battery-powered sensor nodes, connected to each other and equipped with low-power transmission radios. Usually, the sensor nodes closer to the sink are more likely to become overloaded and subject to draining their battery faster than the nodes farther away, creating a funneling effect. The use of a mobile device as a sink node to perform data gathering is a well known solution to balance the energy consumption in the entire network. To address this problem, we consider here the use of a UAV as a mobile sink. An unmanned aircraft vehicle (UAV) is an aircraft without a human pilot on-board, commonly known as Drone. A pattern for a UAV-aided Wireles Sensor Network simplifies the design and implementation of a network with such complexity and makes easy to integrate it with the remaining IT systems. This work presents an example of how this pattern can be applied to implement a mining dam monitoring system to warn and possibly avoid a deadly collapse.",,Proceedings of the 26th Conference on Pattern Languages of Programs
Self-supervised learning of event-based optical flow with spiking neural networks,,2021,t,x,X4,,ACM,,"Hagenaars, Jesse J.; Paredes-Vallés, Federico; de Croon, Guido C. H. E.","The field of neuromorphic computing promises extremely low-power and low-latency sensing and processing. Challenges in transferring learning algorithms from traditional artificial neural networks (ANNs) to spiking neural networks (SNNs) have so far prevented their application to large-scale, complex regression tasks. Furthermore, realizing a truly asynchronous and fully neuromorphic pipeline that maximally attains the abovementioned benefits involves rethinking the way in which this pipeline takes in and accumulates information. In the case of perception, spikes would be passed as-is and one-by-one between an event camera and an SNN, meaning all temporal integration of information must happen inside the network. In this article, we tackle these two problems. We focus on the complex task of learning to estimate optical flow from event-based camera inputs in a self-supervised manner, and modify the state-of-the-art ANN training pipeline to encode minimal temporal information in its inputs. Moreover, we reformulate the self-supervised loss function for event-based optical flow to improve its convexity. We perform experiments with various types of recurrent ANNs and SNNs using the proposed pipeline. Concerning SNNs, we investigate the effects of elements such as parameter initialization and optimization, surrogate gradient shape, and adaptive neuronal mechanisms. We find that initialization and surrogate gradient width play a crucial part in enabling learning with sparse inputs, while the inclusion of adaptivity and learnable neuronal parameters can improve performance. We show that the performance of the proposed ANNs and SNNs are on par with that of the current state-of-the-art ANNs trained in a self-supervised manner.",,Proceedings of the 35th International Conference on Neural Information Processing Systems
An FPGA-based accelerator for cortical object classification,10.1109/DATE.2012.6176559,2012,a,x,X4,,ACM,,"Park, Mi Sun; Kestur, Srinidhi; Sabarad, Jagdish; Narayanan, Vijaykrishnan; Irwin, Mary Jane","Recently significant advances have been achieved in understanding the visual information processing in the human brain. The focus of this work is on the design of an architecture to support HMAX, a widely accepted model of the human visual pathway. The computationally intensive nature of HMAX and wide applicability in real-time visual analysis application makes the design of hardware accelerators a key necessity. In this work, we propose a configurable accelerator mapped efficiently on a FPGA to realize real-time feature extraction for vision-based classification algorithms. Our innovations include the efficient mapping of the proposed architecture on the FPGA as well as the design of an efficient memory structure. Our evaluation shows that the proposed approach is significantly faster than other contemporary solutions on different platforms.",,"Proceedings of the Conference on Design, Automation and Test in Europe"
Learning optical flow from continuous spike streams,,2022,t,x,X4,,ACM,,"Zhao, Rui; Xiong, Ruiqin; Zhao, Jing; Yu, Zhaofei; Fan, Xiaopeng; Huang, Tiejun","Spike camera is an emerging bio-inspired vision sensor with ultra-high temporal resolution. It records scenes by accumulating photons and outputting continuous binary spike streams. Optical flow is a key task for spike cameras and their applications. A previous attempt has been made for spike-based optical flow. However, the previous work only focuses on motion between two moments, and it uses graphics-based data for training, whose generalization is limited. In this paper, we propose a tailored network, Spike2Flow that extracts information from binary spikes with temporal-spatial representation based on the differential of spike firing time and spatial information aggregation. The network utilizes continuous motion clues through joint correlation decoding. Besides, a new dataset with real-world scenes is proposed for better generalization. Experimental results show that our approach achieves state-of-the-art performance on existing synthetic datasets and real data captured by spike cameras.",,Proceedings of the 36th International Conference on Neural Information Processing Systems
Computational challenges in modeling &amp; simulation of complex systems,,2017,t,x,X4,,ACM,,"Fujimoto, Richard M.; Carothers, Christopher; Ferscha, Alois; Jefferson, David; Loper, Margaret; Marathe, Madhav; Taylor, Simon J. E.","Modeling and simulation faces many new computational challenges in the design of complex engineered systems. The systems that need to be modeled are increasingly interconnected and interdependent, achieving unprecedented levels of complexity. The computational platforms upon which simulations execute have undergone dramatic changes in recent years. Position statements by leading researchers are presented concerning important computational challenges and opportunities facing the M&amp;S community.",,Proceedings of the 2017 Winter Simulation Conference
ALERT-transformer: bridging asynchronous and synchronous machine learning for real-time event-based spatio-temporal data,,2024,f,x,X4,,ACM,,"Martin-Turrero, Carmen; Bouvier, Maxence; Breitenstein, Manuel; Zanuttigh, Pietro; Parret, Vincent","We seek to enable classic processing of continuous ultra-sparse spatiotemporal data generated by event-based sensors with dense machine learning models. We propose a novel hybrid pipeline composed of asynchronous sensing and synchronous processing that combines several ideas: (1) an embedding based on PointNet models - the ALERT module - that can continuously integrate new and dismiss old events thanks to a leakage mechanism, (2) a flexible readout of the embedded data that allows to feed any downstream model with always up-to-date features at any sampling rate, (3) exploiting the input sparsity in a patch-based approach inspired by Vision Transformer to optimize the efficiency of the method. These embeddings are then processed by a transformer model trained for object and gesture recognition. Using this approach, we achieve performances at the state-of-the-art with a lower latency than competitors. We also demonstrate that our asynchronous model can operate at any desired sampling rate.",,Proceedings of the 41st International Conference on Machine Learning
Lawyer Up! Joint Introductory Computer Science and Law Courses,,2024,t,x,X4,,ACM,,"Beck, Shannon; Goines, Timothy; Biller, Jeffrey","Courses typically focus on a single discipline, limiting exposure to cross-disciplinary topics. To address this, we designed an interdisciplinary two-course set within our undergraduate Honors program: an introductory computing course and an introductory law course. This initiative breaks down barriers between computing and law, enabling students to integrate both disciplines and foster a comprehensive understanding of complex issues. The Computer Science (CS) course covers introductory programming and principles, while the Law course surveys American Law and basic legal reasoning. Initially, the topics are independent but they strongly converge in the term's second half. Students explore the intersection of CS and Law through discussions, debates, guest speakers, and a cross-disciplinary project. Conducted for two years at the United States Air Force Academy (USAFA), this report shares our curriculum and experiences, aiming to inspire wider adoption of our inter-departmental model.",,J. Comput. Sci. Coll.
Spiking Swin Transformer for UAV Object Detection Based on Event Cameras,10.1109/ISCTech63666.2024.10845340,2024,f,i,,,bf,,"Zhang, Heng; Chen, Nuo; Li, Miao; An, Wei","Unmanned aerial vehicle (UAV) detection tasks have always been a hot issue in the field of computer vision. Event cameras focus solely on the motion within a scene, featuring high dynamic range and low latency. For small UAVs with high speeds, event cameras can acutely perceive their motion information in various complex scenarios. Therefore, in this work, we utilize event cameras to capture event stream motion data of UAVs with low background redundancy. Simultaneously, we combine the Swin Transformer which pays attention to local spatial correlation with the Spiking Neural Network (SNN) which is sensitive to temporal features, and propose an energy-efficient backbone network for spatiotemporal feature extraction of small targets—Spiking Swin Transformer (SST). Utilizing the latest advancements in spike backpropagation research—surrogate gradient learning and Spikingjelly framework, based on Feature Pyramid Networks (FPN) and Single Shot MultiBox Detector (SSD), we propose a motion small target detection algorithm that can be directly trained on event stream datasets with SST as the backbone network. In this paper, we conducted experiments on our self-made event stream UAV object detection dataset and established a new state-of-the-art SNNs detection result.",https://ieeexplore.ieee.org/document/10845340,2024 12th International Conference on Information Systems and Computing Technology (ISCTech)
SA-YOLO: Spike-Driven Attention for Energy-Efficient UAV-Based Small Object Detection,10.1109/JIOT.2025.3596434,2025,f,x,X1,drone view object detection; could work for UAV detection as well but not reported,bf,,"Shen, Yiyu; Liu, Hu; Zha, Keke; Liu, Xu; Ding, Yanan","unmanned aerial vehicles (UAVs) are increasingly employed in Internet of Things (IoT) applications to enable real-time visual perception. However, the limited computational and energy resources available onboard demand low-latency and energy-efficient edge processing. Moreover, the low resolution and scale variation of aerial imagery present significant challenges for accurate object detection. To address these challenges, we propose the spike multi-scale attention YOLO (SA-YOLO), a spiking neural network (SNN)-based object detection model designed for UAV scenarios, which achieves a favorable balance between detection accuracy and energy efficiency. SA-YOLO leverages event-driven, sparse computations that primarily involve addition, significantly reducing energy consumption compared to artificial neural network (ANN)-based methods that rely heavily on multiplication operations. To further improve efficiency, a multiscale attention mechanism (S-MSA) is proposed, which integrates temporal and channel-wise features to enhance informative feature extraction while reducing spike firing rates. Unlike ANN-to-SNN conversion approaches, which transfer pretrained ANNs to the spiking domain and typically require many time steps, the proposed method adopts direct training with spiking neurons and achieves comparable recognition performance using only two time steps, leading to improved energy efficiency and lower computational cost. Experimental results on HIT-UAV and CARPK datasets demonstrate mean average precision (mAP)@0.5 of 87.33% and 95.60% with improved energy efficiency. Our model surpasses mainstream lightweight SNN models in both detection accuracy and computational efficiency, while ensuring robust performance across diverse UAV environments.",https://ieeexplore.ieee.org/document/11115118,IEEE Internet of Things Journal
